Language,Text,Cleaned_Text
Kikuyu,Mũthaki Xi nĩ acokaga kũhũndũra cuba ĩyo kũrĩ ũtũro wa kĩroho thutha wa kũrĩteyania 'mũthia-inĩ waThĩ',mũthaki xi nĩ acokaga kũhũndũra cuba ĩyo kũrĩ ũtũro wa kĩroho thutha wa kũrĩteyania mũthiainĩ wathĩ
Swahili,John mccain ilivyoainishwa kwamba ni vyombo vya habari na watu wa marekani nani maswali gani should .,john mccain ilivyoainishwa kwamba ni vyombo vya habari na watu wa marekani nani maswali gani should
English,"No assembly was nice. Made in America 👍🏻 Arrived in open box, one bent stake which I managed to straighten, no packing slip (probably due to completely open box) Perfect addition to the garden. Would purchase again.",no assembly was nice made in america arrived in open box one bent stake which i managed to straighten no packing slip probably due to completely open box perfect addition to the garden would purchase again
English,When I started wearing this product my skin got rash and itched it the area that caused me and irritated spending and getting worst. I don't know why this product has this problem it costs me other money to my the medicine for itching and getting a rash. My skin got pilled when I itched the area and it causing me a lot of problem with this product.,when i started wearing this product my skin got rash and itched it the area that caused me and irritated spending and getting worst i dont know why this product has this problem it costs me other money to my the medicine for itching and getting a rash my skin got pilled when i itched the area and it causing me a lot of problem with this product
Sheng,Buda ame-doz tao.,buda amedoz tao
Swahili,"Nyati wa ruminative akivuta likilima na mikokoteni , kisha wallows katika matope ya bwawa la kijiji .",nyati wa ruminative akivuta likilima na mikokoteni kisha wallows katika matope ya bwawa la kijiji
Sheng,Karao ana-zusha chuom.,karao anazusha chuom
Swahili,"Lililotapakaa , snider , kama , kama , , , , , . , . , . , . , . , . , . , . , . ,",lililotapakaa snider kama kama
Swahili,"Czarek noticed kwamba jamaa kadhaa walikuwa wanakunywa bia za ndani , na katika mwendo mkubwa akamvuta chupa ya pombe ya palissander , lakini hakuna mtu pwa umakini , kwa sababu elwak amehifadhi :",czarek noticed kwamba jamaa kadhaa walikuwa wanakunywa bia za ndani na katika mwendo mkubwa akamvuta chupa ya pombe ya palissander lakini hakuna mtu pwa umakini kwa sababu elwak amehifadhi
English,I ordered small and they gave me extra large,i ordered small and they gave me extra large
Kikuyu,"Kaingĩ nĩ ũkoragwo ũcũngĩrĩirio na maũndũ mega ũtũũro-inĩ, ta kũhingia mĩoroto, kũgĩa naandũende, kana kũhũthĩra mahinda na maũndũ mega.",kaingĩ nĩ ũkoragwo ũcũngĩrĩirio na maũndũ mega ũtũũroinĩ ta kũhingia mĩoroto kũgĩa naandũende kana kũhũthĩra mahinda na maũndũ mega
Sheng,Manzi ame-omoka chuom.,manzi ameomoka chuom
Kikuyu,Nĩũndũ ũcio kambuni ta Disney nĩ igũthie  na mbere gũkorwo ikĩnyita itemi inene mũno hari ũreri wa ciana cia mahinda maya tũrĩ.,nĩũndũ ũcio kambuni ta disney nĩ igũthie na mbere gũkorwo ikĩnyita itemi inene mũno hari ũreri wa ciana cia mahinda maya tũrĩ
Sheng,Buda tuna-chill job.,buda tunachill job
Kikuyu,Kaingĩ indo iria itarĩ mwene nĩ nyuranyura.,kaingĩ indo iria itarĩ mwene nĩ nyuranyura
English,"Would have given a better review, but package came without two hook parts that are needed for assembly.",would have given a better review but package came without two hook parts that are needed for assembly
Sheng,Buda ime-weza base.,buda imeweza base
Kikuyu,Nĩ aamenyekire mũno nĩ ũndũ wa kũruta mbica cia woma cia kũgegania iria irĩ na maũndũ ma gũkenia na ma gũthekania.,nĩ aamenyekire mũno nĩ ũndũ wa kũruta mbica cia woma cia kũgegania iria irĩ na maũndũ ma gũkenia na ma gũthekania
English,Easy set-up and convenient wine dispersing. I use it with reds.,easy setup and convenient wine dispersing i use it with reds
Sheng,Arif ina-lapa area.,arif inalapa area
Sheng,Ma-dem ina-lapa area.,madem inalapa area
English,It has a potent smell but it really does soften up the beard. After I use it longer will update as to growth results.,it has a potent smell but it really does soften up the beard after i use it longer will update as to growth results
Kikuyu,4.Mũrarachi (Calodendrum capense),4mũrarachi calodendrum capense
Swahili,"Hata hivyo , timu hiyo walitumia mbinu , learned katika warsha ya cap , kwa kuchambua na kuongeza viwango vya mdau vya mdau .",hata hivyo timu hiyo walitumia mbinu learned katika warsha ya cap kwa kuchambua na kuongeza viwango vya mdau vya mdau
Kikuyu,"Rũiyũkagia cuba ĩcio ta utũgi kuma makai na gũhũthĩra ta mũũro wawĩini, mũũro wa kũmburia mĩthaiga na kabirũ.",rũiyũkagia cuba ĩcio ta utũgi kuma makai na gũhũthĩra ta mũũro wawĩini mũũro wa kũmburia mĩthaiga na kabirũ
Swahili,Mapinda not extradited kwa spain,mapinda not extradited kwa spain
Sheng,Mbogi ina-bamba kwa keja.,mbogi inabamba kwa keja
Kikuyu,thukuru ici nĩcio cia gĩkero kĩa gacũmbĩrĩ mũtarainĩ waMathomo.,thukuru ici nĩcio cia gĩkero kĩa gacũmbĩrĩ mũtarainĩ wamathomo
English,"Bought this to handle a few games with tons of keyboard options and have not been disappointed. It took me a couple of tries (probably user error) to get the driver installed properly but once I did the device and accompanying software work great together. The backlit keys are fully configurable and, if the game supports it, will flash to indicate things like low health or level up. All in all a great little device.",bought this to handle a few games with tons of keyboard options and have not been disappointed it took me a couple of tries probably user error to get the driver installed properly but once i did the device and accompanying software work great together the backlit keys are fully configurable and if the game supports it will flash to indicate things like low health or level up all in all a great little device
Sheng,Rasta ime-weza job.,rasta imeweza job
Kikuyu,Ona kũrĩ ogwo kũũra kwa kĩũga gĩkĩ kĩaririmbũrauucũ na ndũikũrĩ mũtirike.,ona kũrĩ ogwo kũũra kwa kĩũga gĩkĩ kĩaririmbũrauucũ na ndũikũrĩ mũtirike
English,This item was sent to me damaged. It seems as if it was already worn. Don’t waste your money on it.,this item was sent to me damaged it seems as if it was already worn dont waste your money on it
English,"The sizing is not just right. Said in th listing that it stretches. Well, I don’t think that the case. The pants I can’t use it cos it keeps falling out of my wasit.",the sizing is not just right said in th listing that it stretches well i dont think that the case the pants i cant use it cos it keeps falling out of my wasit
Sheng,Ma-dem ina-lapa chuom.,madem inalapa chuom
Sheng,Ma-dem ame-doz tao.,madem amedoz tao
Kikuyu,"Nĩhakanĩte na mabururi ma:Botswana,Zimbabwe,MozabiquenaNamibia.",nĩhakanĩte na mabururi mabotswanazimbabwemozabiquenanamibia
Kikuyu,"Mabũrũri-inĩ maingĩ, indo iria ciendagio gatĩna gaka imemerekagio nyũmba cia mũhoro ona ndũnyũ-inĩ.",mabũrũriinĩ maingĩ indo iria ciendagio gatĩna gaka imemerekagio nyũmba cia mũhoro ona ndũnyũinĩ
English,Submerged the light in less than a foot of water for a few seconds and it died. The conductor inside also fell out on the first day of use.,submerged the light in less than a foot of water for a few seconds and it died the conductor inside also fell out on the first day of use
Swahili,"Leo , fort ya karne ya 15 ya qait bey nyakati juu ya kiingilio cha bandari .",leo fort ya karne ya 15 ya qait bey nyakati juu ya kiingilio cha bandari
Kikuyu,Mbogo nĩ ya kĩrathi kia Mammals kia Baoyorojĩ.,mbogo nĩ ya kĩrathi kia mammals kia baoyorojĩ
English,This case is super cute,this case is super cute
Swahili,"Hakuna miti na hakuna shrubs , 15 stark miamba alipamba na moss ya kale , kusimama katika matunda katika changarawe ya white changarawe .",hakuna miti na hakuna shrubs 15 stark miamba alipamba na moss ya kale kusimama katika matunda katika changarawe ya white changarawe
Swahili,"Kwa mfano , absorber kumi ingeliweza kushughulikia capacities ya 2000 mwe na 3000 mwe katika vituo viwili walikuwa wakati wa desemba 1995 ( agizo akaweka ) kupitia machi 2000 .",kwa mfano absorber kumi ingeliweza kushughulikia capacities ya 2000 mwe na 3000 mwe katika vituo viwili walikuwa wakati wa desemba 1995 agizo akaweka kupitia machi 2000
Kikuyu,"Kaingĩ nĩ ĩheagwo nĩguo mũrutwo ahotithie gũthiĩthukuru, kĩũratĩna kanaũcekĩmarĩrĩa angĩremwo nĩ gũthiĩ ũguo.",kaingĩ nĩ ĩheagwo nĩguo mũrutwo ahotithie gũthiĩthukuru kĩũratĩna kanaũcekĩmarĩrĩa angĩremwo nĩ gũthiĩ ũguo
Swahili,Makavazi ya sanaa karibiana ikulu ya madirisha ya 55 ina mkusanyiko wa thangkas wa zamani na mfugaji katika mbao na jiwe .,makavazi ya sanaa karibiana ikulu ya madirisha ya 55 ina mkusanyiko wa thangkas wa zamani na mfugaji katika mbao na jiwe
English,I never was able to use it. Put it all together tight had my venison cut into little cubes turned it on and the motor was making an awful sound.,i never was able to use it put it all together tight had my venison cut into little cubes turned it on and the motor was making an awful sound
Sheng,Huyu boy ame-doz job.,huyu boy amedoz job
Sheng,Ma-dem ina-bamba downtown.,madem inabamba downtown
English,"The box is totally destroyed! Talk about a Crunch! The box is a mess! It’s not the blame of UPS..,it’s gotta be at the Amazon loading facility",the box is totally destroyed talk about a crunch the box is a mess its not the blame of upsits got ta be at the amazon loading facility
Swahili,"Maui alianguka kwanza , wakafuata na kwathu , lanai , na molokai .",maui alianguka kwanza wakafuata na kwathu lanai na molokai
Swahili,"Marguerite na sanduku lake la jewels , eneo la kanisa , siebel na maua yake , na faust na gikilig .",marguerite na sanduku lake la jewels eneo la kanisa siebel na maua yake na faust na gikilig
Swahili,"Je , una faida gani katika kazi yako ambayo unafikiria ni muhimu sana",je una faida gani katika kazi yako ambayo unafikiria ni muhimu sana
English,I bought this as a gift so I do not know how they like it but it came fast in great condition!,i bought this as a gift so i do not know how they like it but it came fast in great condition
Kikuyu,[1]thabai/ hatha - stinging nettles.,1thabai hatha stinging nettles
Kikuyu,Cairo( カイロ na rũthiomi rwaNjabani) nĩ mũciĩ mũnene wa bũrũri waMiciri.,cairo カイロ na rũthiomi rwanjabani nĩ mũciĩ mũnene wa bũrũri wamiciri
Kikuyu,Mbogo(گاومیش na rũthiomi rwaIrani),mbogoگاومیش na rũthiomi rwairani
English,"I love this light. The remote control is amazing, no having to jump out of bed to get the light or change the light setting. The remote control is not back lit which sucks at night in a dark bedroom, but easy to get used to where the buttons are over time. I cannot attest to longevity as I have only had it for a week. Box came very well packaged and it is quality. The light gives off a natural light unlike the Nicrew model I returned. For $30 more this is much better. There are several settings that look alike so useless, No actual ON/OFF switch so good luck if you lose the remote or it stops working. I have it on a switch as well in case I dont want to find the remote. 2 different black light settings and a couple in the middle which are very nice. Over all it is not cheap but lighting in a tank and ease of use is critical to me so I am happy and i recommend this product",i love this light the remote control is amazing no having to jump out of bed to get the light or change the light setting the remote control is not back lit which sucks at night in a dark bedroom but easy to get used to where the buttons are over time i can not attest to longevity as i have only had it for a week box came very well packaged and it is quality the light gives off a natural light unlike the nicrew model i returned for 30 more this is much better there are several settings that look alike so useless no actual onoff switch so good luck if you lose the remote or it stops working i have it on a switch as well in case i dont want to find the remote 2 different black light settings and a couple in the middle which are very nice over all it is not cheap but lighting in a tank and ease of use is critical to me so i am happy and i recommend this product
Sheng,Mbogi ina-lapa area.,mbogi inalapa area
Swahili,Wao mbinu rasmi na miundo hiyo uwezo wa biashara zao na teknolojia ya habari na viongozi wa usimamizi kuelewa na kuwasiliana na masuala moja ya anotheras na kufanya kazi kwa pamoja ili kutimiza maono ya biashara ameshiriki .,wao mbinu rasmi na miundo hiyo uwezo wa biashara zao na teknolojia ya habari na viongozi wa usimamizi kuelewa na kuwasiliana na masuala moja ya anotheras na kufanya kazi kwa pamoja ili kutimiza maono ya biashara ameshiriki
Swahili,Ni aina mbaya na ?,ni aina mbaya na
Swahili,"Upanuzi wa usafiri wa hewa ulianza umri wa utalii wa misa , na ugiriki pamoja na visiwa vya aegean ikawa mafikio kwa ajili ya wazungu wa kaskazini kukimbia kibarani yao , cool cool .",upanuzi wa usafiri wa hewa ulianza umri wa utalii wa misa na ugiriki pamoja na visiwa vya aegean ikawa mafikio kwa ajili ya wazungu wa kaskazini kukimbia kibarani yao cool cool
English,"I used it to give it to my older daughter, since im having another girl",i used it to give it to my older daughter since im having another girl
Sheng,Rasta ame-hepa mtaa.,rasta amehepa mtaa
Kikuyu,Laohekoucity irĩa nene yaChina.,laohekoucity irĩa nene yachina
Swahili,Uwezo wa carp wa kupambana na upstream dhidi ya sasa imara ni kama kielelezo cha fit kwa vijana wa kijapani .,uwezo wa carp wa kupambana na upstream dhidi ya sasa imara ni kama kielelezo cha fit kwa vijana wa kijapani
English,9 months later still never recieved this. At no fault to the company btw. Amazon lost the order and no one will remedy this.,9 months later still never recieved this at no fault to the company btw amazon lost the order and no one will remedy this
Kikuyu,City ya Boston irĩ igũrũ mũno ta 43 m.,city ya boston irĩ igũrũ mũno ta 43 m
English,Fantastic psychological thriller. Grabs you from the very beginning and never lets go. Will definitely read other Shalini Boland books.,fantastic psychological thriller grabs you from the very beginning and never lets go will definitely read other shalini boland books
English,"It was working amazing before I washed it. Unfortunately after the first wash it no longer works nearly as good as before. Even if I put it on the highest setting, it barely heats up. It really is a disappointment. Honestly I’m really scared to wash it a second time because it doesn’t really heat up as it is.",it was working amazing before i washed it unfortunately after the first wash it no longer works nearly as good as before even if i put it on the highest setting it barely heats up it really is a disappointment honestly im really scared to wash it a second time because it doesnt really heat up as it is
Swahili,Hiyo yote ni missing ...,hiyo yote ni missing
Kikuyu,City ya Hejin irĩ igũrũ mũno ta 396 m.,city ya hejin irĩ igũrũ mũno ta 396 m
Sheng,Rasta ame-doz downtown.,rasta amedoz downtown
Sheng,Manzi tuna-chill base.,manzi tunachill base
Swahili,Yeah i can ' t ride bike kumbe,yeah i can t ride bike kumbe
English,"I've always been a fan of CatEye products but this just seem too small for me. As an eyeglass wearer, the small size made it difficult for me to read while riding and even more difficult with single (long distance) vision prescription sunglasses. I ended up getting a larger computer for my biking needs.",ive always been a fan of cateye products but this just seem too small for me as an eyeglass wearer the small size made it difficult for me to read while riding and even more difficult with single long distance vision prescription sunglasses i ended up getting a larger computer for my biking needs
